"seqnames"	"start"	"end"	"width"	"strand"	"feature_name"	"feature_id"	"RNA_type"	"annot_name"	"annot_id"
"hsa_mir_4690_MI0017323;type=miRNA"	39	59	21	"*"	"hsa_miR_4690_3p_MIMAT0019780"	"MIMAT0019780"	"miRNA"	"hsa_miR_4690_3p_MIMAT0019780"	"MIMAT0019780"
"hsa_mir_4489_MI0016850;type=miRNA"	6	26	21	"*"	"hsa_miR_4489_MIMAT0019023"	"MIMAT0019023"	"miRNA"	"hsa_miR_4489_MIMAT0019023"	"MIMAT0019023"
"hsa_mir_3163_MI0014193;type=miRNA"	43	64	22	"*"	"hsa_miR_3163_MIMAT0015037"	"MIMAT0015037"	"miRNA"	"hsa_miR_3163_MIMAT0015037"	"MIMAT0015037"
"hsa_mir_6860_MI0022707;type=miRNA"	41	62	22	"*"	"hsa_miR_6860_MIMAT0027622"	"MIMAT0027622"	"miRNA"	"hsa_miR_6860_MIMAT0027622"	"MIMAT0027622"
"hsa_mir_6752_MI0022597;type=miRNA"	6	27	22	"*"	"hsa_miR_6752_5p_MIMAT0027404"	"MIMAT0027404"	"miRNA"	"hsa_miR_6752_5p_MIMAT0027404"	"MIMAT0027404"
"hsa_mir_6752_MI0022597;type=miRNA"	51	71	21	"*"	"hsa_miR_6752_3p_MIMAT0027405"	"MIMAT0027405"	"miRNA"	"hsa_miR_6752_3p_MIMAT0027405"	"MIMAT0027405"
"hsa_mir_7113_MI0022964;type=miRNA"	2	22	21	"*"	"hsa_miR_7113_5p_MIMAT0028123"	"MIMAT0028123"	"miRNA"	"hsa_miR_7113_5p_MIMAT0028123"	"MIMAT0028123"
"hsa_mir_7113_MI0022964;type=miRNA"	37	59	23	"*"	"hsa_miR_7113_3p_MIMAT0028124"	"MIMAT0028124"	"miRNA"	"hsa_miR_7113_3p_MIMAT0028124"	"MIMAT0028124"
"hsa_mir_4691_MI0017324;type=miRNA"	14	36	23	"*"	"hsa_miR_4691_5p_MIMAT0019781"	"MIMAT0019781"	"miRNA"	"hsa_miR_4691_5p_MIMAT0019781"	"MIMAT0019781"
"hsa_mir_4691_MI0017324;type=miRNA"	53	75	23	"*"	"hsa_miR_4691_3p_MIMAT0019782"	"MIMAT0019782"	"miRNA"	"hsa_miR_4691_3p_MIMAT0019782"	"MIMAT0019782"
"hsa_mir_6753_MI0022598;type=miRNA"	1	22	22	"*"	"hsa_miR_6753_5p_MIMAT0027406"	"MIMAT0027406"	"miRNA"	"hsa_miR_6753_5p_MIMAT0027406"	"MIMAT0027406"
"hsa_mir_6753_MI0022598;type=miRNA"	139	160	22	"*"	"hsa_miR_6753_3p_MIMAT0027407"	"MIMAT0027407"	"miRNA"	"hsa_miR_6753_3p_MIMAT0027407"	"MIMAT0027407"
"hsa_mir_3164_MI0014194;type=miRNA"	10	31	22	"*"	"hsa_miR_3164_MIMAT0015038"	"MIMAT0015038"	"miRNA"	"hsa_miR_3164_MIMAT0015038"	"MIMAT0015038"
"hsa_mir_548k_MI0006354;type=miRNA"	32	53	22	"*"	"hsa_miR_548k_MIMAT0005882"	"MIMAT0005882"	"miRNA"	"hsa_miR_548k_MIMAT0005882"	"MIMAT0005882"
"hsa_mir_3664_MI0016065;type=miRNA"	58	79	22	"*"	"hsa_miR_3664_5p_MIMAT0018086"	"MIMAT0018086"	"miRNA"	"hsa_miR_3664_5p_MIMAT0018086"	"MIMAT0018086"
"hsa_mir_3664_MI0016065;type=miRNA"	20	41	22	"*"	"hsa_miR_3664_3p_MIMAT0019220"	"MIMAT0019220"	"miRNA"	"hsa_miR_3664_3p_MIMAT0019220"	"MIMAT0019220"
"hsa_mir_6754_MI0022599;type=miRNA"	6	27	22	"*"	"hsa_miR_6754_5p_MIMAT0027408"	"MIMAT0027408"	"miRNA"	"hsa_miR_6754_5p_MIMAT0027408"	"MIMAT0027408"
"hsa_mir_6754_MI0022599;type=miRNA"	44	65	22	"*"	"hsa_miR_6754_3p_MIMAT0027409"	"MIMAT0027409"	"miRNA"	"hsa_miR_6754_3p_MIMAT0027409"	"MIMAT0027409"
"hsa_mir_3165_MI0014195;type=miRNA"	45	66	22	"*"	"hsa_miR_3165_MIMAT0015039"	"MIMAT0015039"	"miRNA"	"hsa_miR_3165_MIMAT0015039"	"MIMAT0015039"
"hsa_mir_139_MI0000261;type=miRNA"	40	62	23	"*"	"hsa_miR_139_5p_MIMAT0000250"	"MIMAT0000250"	"miRNA"	"hsa_miR_139_5p_MIMAT0000250"	"MIMAT0000250"
"hsa_mir_139_MI0000261;type=miRNA"	4	26	23	"*"	"hsa_miR_139_3p_MIMAT0004552"	"MIMAT0004552"	"miRNA"	"hsa_miR_139_3p_MIMAT0004552"	"MIMAT0004552"
"hsa_mir_4692_MI0017325;type=miRNA"	37	58	22	"*"	"hsa_miR_4692_MIMAT0019783"	"MIMAT0019783"	"miRNA"	"hsa_miR_4692_MIMAT0019783"	"MIMAT0019783"
"hsa_mir_548al_MI0016851;type=miRNA"	65	86	22	"*"	"hsa_miR_548al_MIMAT0019024"	"MIMAT0019024"	"miRNA"	"hsa_miR_548al_MIMAT0019024"	"MIMAT0019024"
"hsa_mir_4696_MI0017329;type=miRNA"	40	61	22	"*"	"hsa_miR_4696_MIMAT0019790"	"MIMAT0019790"	"miRNA"	"hsa_miR_4696_MIMAT0019790"	"MIMAT0019790"
"hsa_mir_326_MI0000808;type=miRNA"	17	36	20	"*"	"hsa_miR_326_MIMAT0000756"	"MIMAT0000756"	"miRNA"	"hsa_miR_326_MIMAT0000756"	"MIMAT0000756"
"hsa_mir_708_MI0005543;type=miRNA"	56	78	23	"*"	"hsa_miR_708_5p_MIMAT0004926"	"MIMAT0004926"	"miRNA"	"hsa_miR_708_5p_MIMAT0004926"	"MIMAT0004926"
"hsa_mir_708_MI0005543;type=miRNA"	11	32	22	"*"	"hsa_miR_708_3p_MIMAT0004927"	"MIMAT0004927"	"miRNA"	"hsa_miR_708_3p_MIMAT0004927"	"MIMAT0004927"
"hsa_mir_5579_MI0019133;type=miRNA"	38	58	21	"*"	"hsa_miR_5579_5p_MIMAT0022269"	"MIMAT0022269"	"miRNA"	"hsa_miR_5579_5p_MIMAT0022269"	"MIMAT0022269"
"hsa_mir_5579_MI0019133;type=miRNA"	1	22	22	"*"	"hsa_miR_5579_3p_MIMAT0022270"	"MIMAT0022270"	"miRNA"	"hsa_miR_5579_3p_MIMAT0022270"	"MIMAT0022270"
"hsa_mir_4300_MI0015831;type=miRNA"	11	28	18	"*"	"hsa_miR_4300_MIMAT0016853"	"MIMAT0016853"	"miRNA"	"hsa_miR_4300_MIMAT0016853"	"MIMAT0016853"
"hsa_mir_6755_MI0022600;type=miRNA"	6	27	22	"*"	"hsa_miR_6755_5p_MIMAT0027410"	"MIMAT0027410"	"miRNA"	"hsa_miR_6755_5p_MIMAT0027410"	"MIMAT0027410"
"hsa_mir_6755_MI0022600;type=miRNA"	45	66	22	"*"	"hsa_miR_6755_3p_MIMAT0027411"	"MIMAT0027411"	"miRNA"	"hsa_miR_6755_3p_MIMAT0027411"	"MIMAT0027411"
"hsa_mir_3166_MI0014196;type=miRNA"	60	82	23	"*"	"hsa_miR_3166_MIMAT0015040"	"MIMAT0015040"	"miRNA"	"hsa_miR_3166_MIMAT0015040"	"MIMAT0015040"
"hsa_mir_4490_MI0016852;type=miRNA"	12	33	22	"*"	"hsa_miR_4490_MIMAT0019025"	"MIMAT0019025"	"miRNA"	"hsa_miR_4490_MIMAT0019025"	"MIMAT0019025"
"hsa_mir_1261_MI0006396;type=miRNA"	60	78	19	"*"	"hsa_miR_1261_MIMAT0005913"	"MIMAT0005913"	"miRNA"	"hsa_miR_1261_MIMAT0005913"	"MIMAT0005913"
"hsa_mir_1304_MI0006371;type=miRNA"	51	72	22	"*"	"hsa_miR_1304_5p_MIMAT0005892"	"MIMAT0005892"	"miRNA"	"hsa_miR_1304_5p_MIMAT0005892"	"MIMAT0005892"
"hsa_mir_1304_MI0006371;type=miRNA"	18	39	22	"*"	"hsa_miR_1304_3p_MIMAT0022720"	"MIMAT0022720"	"miRNA"	"hsa_miR_1304_3p_MIMAT0022720"	"MIMAT0022720"
"hsa_mir_548l_MI0006361;type=miRNA"	51	72	22	"*"	"hsa_miR_548l_MIMAT0005889"	"MIMAT0005889"	"miRNA"	"hsa_miR_548l_MIMAT0005889"	"MIMAT0005889"
"hsa_mir_1260b_MI0014197;type=miRNA"	10	28	19	"*"	"hsa_miR_1260b_MIMAT0015041"	"MIMAT0015041"	"miRNA"	"hsa_miR_1260b_MIMAT0015041"	"MIMAT0015041"
"hsa_mir_3920_MI0016427;type=miRNA"	15	36	22	"*"	"hsa_miR_3920_MIMAT0018195"	"MIMAT0018195"	"miRNA"	"hsa_miR_3920_MIMAT0018195"	"MIMAT0018195"
"hsa_mir_4693_MI0017326;type=miRNA"	10	32	23	"*"	"hsa_miR_4693_5p_MIMAT0019784"	"MIMAT0019784"	"miRNA"	"hsa_miR_4693_5p_MIMAT0019784"	"MIMAT0019784"
"hsa_mir_4693_MI0017326;type=miRNA"	46	68	23	"*"	"hsa_miR_4693_3p_MIMAT0019785"	"MIMAT0019785"	"miRNA"	"hsa_miR_4693_3p_MIMAT0019785"	"MIMAT0019785"
"hsa_mir_4491_MI0016853;type=miRNA"	46	67	22	"*"	"hsa_miR_4491_MIMAT0019026"	"MIMAT0019026"	"miRNA"	"hsa_miR_4491_MIMAT0019026"	"MIMAT0019026"
"hsa_mir_34b_MI0000742;type=miRNA"	13	35	23	"*"	"hsa_miR_34b_5p_MIMAT0000685"	"MIMAT0000685"	"miRNA"	"hsa_miR_34b_5p_MIMAT0000685"	"MIMAT0000685"
"hsa_mir_34b_MI0000742;type=miRNA"	50	71	22	"*"	"hsa_miR_34b_3p_MIMAT0004676"	"MIMAT0004676"	"miRNA"	"hsa_miR_34b_3p_MIMAT0004676"	"MIMAT0004676"
"hsa_mir_34c_MI0000743;type=miRNA"	13	35	23	"*"	"hsa_miR_34c_5p_MIMAT0000686"	"MIMAT0000686"	"miRNA"	"hsa_miR_34c_5p_MIMAT0000686"	"MIMAT0000686"
"hsa_mir_34c_MI0000743;type=miRNA"	46	67	22	"*"	"hsa_miR_34c_3p_MIMAT0004677"	"MIMAT0004677"	"miRNA"	"hsa_miR_34c_3p_MIMAT0004677"	"MIMAT0004677"
"hsa_mir_4301_MI0015828;type=miRNA"	37	56	20	"*"	"hsa_miR_4301_MIMAT0016850"	"MIMAT0016850"	"miRNA"	"hsa_miR_4301_MIMAT0016850"	"MIMAT0016850"
"hsa_mir_6716_MI0022550;type=miRNA"	16	35	20	"*"	"hsa_miR_6716_5p_MIMAT0025844"	"MIMAT0025844"	"miRNA"	"hsa_miR_6716_5p_MIMAT0025844"	"MIMAT0025844"
"hsa_mir_6716_MI0022550;type=miRNA"	49	70	22	"*"	"hsa_miR_6716_3p_MIMAT0025845"	"MIMAT0025845"	"miRNA"	"hsa_miR_6716_3p_MIMAT0025845"	"MIMAT0025845"
"hsa_mir_4492_MI0016854;type=miRNA"	58	74	17	"*"	"hsa_miR_4492_MIMAT0019027"	"MIMAT0019027"	"miRNA"	"hsa_miR_4492_MIMAT0019027"	"MIMAT0019027"
"hsa_mir_6756_MI0022601;type=miRNA"	36	58	23	"*"	"hsa_miR_6756_5p_MIMAT0027412"	"MIMAT0027412"	"miRNA"	"hsa_miR_6756_5p_MIMAT0027412"	"MIMAT0027412"
"hsa_mir_6756_MI0022601;type=miRNA"	1	20	20	"*"	"hsa_miR_6756_3p_MIMAT0027413"	"MIMAT0027413"	"miRNA"	"hsa_miR_6756_3p_MIMAT0027413"	"MIMAT0027413"
"hsa_mir_125b_1_MI0000446;type=miRNA"	53	74	22	"*"	"hsa_miR_125b_5p_MIMAT0000423"	"MIMAT0000423"	"miRNA"	"hsa_miR_125b_5p_MIMAT0000423"	"MIMAT0000423"
"hsa_mir_125b_1_MI0000446;type=miRNA"	13	34	22	"*"	"hsa_miR_125b_1_3p_MIMAT0004592"	"MIMAT0004592"	"miRNA"	"hsa_miR_125b_1_3p_MIMAT0004592"	"MIMAT0004592"
"hsa_let_7a_2_MI0000061;type=miRNA"	47	68	22	"*"	"hsa_let_7a_5p_MIMAT0000062"	"MIMAT0000062"	"miRNA"	"hsa_let_7a_5p_MIMAT0000062"	"MIMAT0000062"
"hsa_let_7a_2_MI0000061;type=miRNA"	2	23	22	"*"	"hsa_let_7a_2_3p_MIMAT0010195"	"MIMAT0010195"	"miRNA"	"hsa_let_7a_2_3p_MIMAT0010195"	"MIMAT0010195"
"hsa_mir_10526_MI0033673;type=miRNA"	1	20	20	"*"	"hsa_miR_10526_3p_MIMAT0041996"	"MIMAT0041996"	"miRNA"	"hsa_miR_10526_3p_MIMAT0041996"	"MIMAT0041996"
"hsa_mir_100_MI0000102;type=miRNA"	47	68	22	"*"	"hsa_miR_100_5p_MIMAT0000098"	"MIMAT0000098"	"miRNA"	"hsa_miR_100_5p_MIMAT0000098"	"MIMAT0000098"
"hsa_mir_100_MI0000102;type=miRNA"	12	33	22	"*"	"hsa_miR_100_3p_MIMAT0004512"	"MIMAT0004512"	"miRNA"	"hsa_miR_100_3p_MIMAT0004512"	"MIMAT0004512"
"hsa_mir_4493_MI0016855;type=miRNA"	2	22	21	"*"	"hsa_miR_4493_MIMAT0019028"	"MIMAT0019028"	"miRNA"	"hsa_miR_4493_MIMAT0019028"	"MIMAT0019028"
"hsa_mir_3167_MI0014198;type=miRNA"	11	32	22	"*"	"hsa_miR_3167_MIMAT0015042"	"MIMAT0015042"	"miRNA"	"hsa_miR_3167_MIMAT0015042"	"MIMAT0015042"
"hsa_mir_6090_MI0020367;type=miRNA"	41	59	19	"*"	"hsa_miR_6090_MIMAT0023715"	"MIMAT0023715"	"miRNA"	"hsa_miR_6090_MIMAT0023715"	"MIMAT0023715"
"hsa_mir_8052_MI0025888;type=miRNA"	11	32	22	"*"	"hsa_miR_8052_MIMAT0030979"	"MIMAT0030979"	"miRNA"	"hsa_miR_8052_MIMAT0030979"	"MIMAT0030979"
"hsa_mir_4697_MI0017330;type=miRNA"	48	69	22	"*"	"hsa_miR_4697_5p_MIMAT0019791"	"MIMAT0019791"	"miRNA"	"hsa_miR_4697_5p_MIMAT0019791"	"MIMAT0019791"
"hsa_mir_4697_MI0017330;type=miRNA"	3	26	24	"*"	"hsa_miR_4697_3p_MIMAT0019792"	"MIMAT0019792"	"miRNA"	"hsa_miR_4697_3p_MIMAT0019792"	"MIMAT0019792"
"hsa_mir_3649_MI0016049;type=miRNA"	2	20	19	"*"	"hsa_miR_3649_MIMAT0018069"	"MIMAT0018069"	"miRNA"	"hsa_miR_3649_MIMAT0018069"	"MIMAT0018069"
"hsa_mir_200c_MI0000650;type=miRNA"	5	26	22	"*"	"hsa_miR_200c_5p_MIMAT0004657"	"MIMAT0004657"	"miRNA"	"hsa_miR_200c_5p_MIMAT0004657"	"MIMAT0004657"
"hsa_mir_200c_MI0000650;type=miRNA"	44	66	23	"*"	"hsa_miR_200c_3p_MIMAT0000617"	"MIMAT0000617"	"miRNA"	"hsa_miR_200c_3p_MIMAT0000617"	"MIMAT0000617"
"hsa_mir_141_MI0000457;type=miRNA"	17	38	22	"*"	"hsa_miR_141_5p_MIMAT0004598"	"MIMAT0004598"	"miRNA"	"hsa_miR_141_5p_MIMAT0004598"	"MIMAT0004598"
"hsa_mir_141_MI0000457;type=miRNA"	59	80	22	"*"	"hsa_miR_141_3p_MIMAT0000432"	"MIMAT0000432"	"miRNA"	"hsa_miR_141_3p_MIMAT0000432"	"MIMAT0000432"
"hsa_mir_613_MI0003626;type=miRNA"	61	80	20	"*"	"hsa_miR_613_MIMAT0003281"	"MIMAT0003281"	"miRNA"	"hsa_miR_613_MIMAT0003281"	"MIMAT0003281"
"hsa_mir_614_MI0003627;type=miRNA"	54	76	23	"*"	"hsa_miR_614_MIMAT0003282"	"MIMAT0003282"	"miRNA"	"hsa_miR_614_MIMAT0003282"	"MIMAT0003282"
"hsa_mir_3974_MI0016992;type=miRNA"	10	32	23	"*"	"hsa_miR_3974_MIMAT0019359"	"MIMAT0019359"	"miRNA"	"hsa_miR_3974_MIMAT0019359"	"MIMAT0019359"
"hsa_mir_920_MI0005712;type=miRNA"	51	70	20	"*"	"hsa_miR_920_MIMAT0004970"	"MIMAT0004970"	"miRNA"	"hsa_miR_920_MIMAT0004970"	"MIMAT0004970"
"hsa_mir_4302_MI0015833;type=miRNA"	33	50	18	"*"	"hsa_miR_4302_MIMAT0016855"	"MIMAT0016855"	"miRNA"	"hsa_miR_4302_MIMAT0016855"	"MIMAT0016855"
"hsa_mir_7851_MI0025521;type=miRNA"	41	62	22	"*"	"hsa_miR_7851_3p_MIMAT0030426"	"MIMAT0030426"	"miRNA"	"hsa_miR_7851_3p_MIMAT0030426"	"MIMAT0030426"
"hsa_mir_4698_MI0017331;type=miRNA"	49	71	23	"*"	"hsa_miR_4698_MIMAT0019793"	"MIMAT0019793"	"miRNA"	"hsa_miR_4698_MIMAT0019793"	"MIMAT0019793"
"hsa_mir_4494_MI0016856;type=miRNA"	12	33	22	"*"	"hsa_miR_4494_MIMAT0019029"	"MIMAT0019029"	"miRNA"	"hsa_miR_4494_MIMAT0019029"	"MIMAT0019029"
"hsa_mir_6505_MI0022217;type=miRNA"	4	25	22	"*"	"hsa_miR_6505_5p_MIMAT0025466"	"MIMAT0025466"	"miRNA"	"hsa_miR_6505_5p_MIMAT0025466"	"MIMAT0025466"
"hsa_mir_6505_MI0022217;type=miRNA"	51	71	21	"*"	"hsa_miR_6505_3p_MIMAT0025467"	"MIMAT0025467"	"miRNA"	"hsa_miR_6505_3p_MIMAT0025467"	"MIMAT0025467"
"hsa_mir_1291_MI0006353;type=miRNA"	51	74	24	"*"	"hsa_miR_1291_MIMAT0005881"	"MIMAT0005881"	"miRNA"	"hsa_miR_1291_MIMAT0005881"	"MIMAT0005881"
"hsa_mir_4701_MI0017334;type=miRNA"	40	61	22	"*"	"hsa_miR_4701_5p_MIMAT0019798"	"MIMAT0019798"	"miRNA"	"hsa_miR_4701_5p_MIMAT0019798"	"MIMAT0019798"
"hsa_mir_4701_MI0017334;type=miRNA"	6	25	20	"*"	"hsa_miR_4701_3p_MIMAT0019799"	"MIMAT0019799"	"miRNA"	"hsa_miR_4701_3p_MIMAT0019799"	"MIMAT0019799"
"hsa_mir_1293_MI0006355;type=miRNA"	41	62	22	"*"	"hsa_miR_1293_MIMAT0005883"	"MIMAT0005883"	"miRNA"	"hsa_miR_1293_MIMAT0005883"	"MIMAT0005883"
"hsa_mir_9898_MI0031826;type=miRNA"	15	36	22	"*"	"hsa_miR_9898_MIMAT0039318"	"MIMAT0039318"	"miRNA"	"hsa_miR_9898_MIMAT0039318"	"MIMAT0039318"
"hsa_mir_6757_MI0022602;type=miRNA"	6	27	22	"*"	"hsa_miR_6757_5p_MIMAT0027414"	"MIMAT0027414"	"miRNA"	"hsa_miR_6757_5p_MIMAT0027414"	"MIMAT0027414"
"hsa_mir_6757_MI0022602;type=miRNA"	47	68	22	"*"	"hsa_miR_6757_3p_MIMAT0027415"	"MIMAT0027415"	"miRNA"	"hsa_miR_6757_3p_MIMAT0027415"	"MIMAT0027415"
"hsa_mir_196a_2_MI0000279;type=miRNA"	25	46	22	"*"	"hsa_miR_196a_5p_MIMAT0000226"	"MIMAT0000226"	"miRNA"	"hsa_miR_196a_5p_MIMAT0000226"	"MIMAT0000226"
"hsa_mir_196a_2_MI0000279;type=miRNA"	62	83	22	"*"	"hsa_miR_196a_3p_MIMAT0004562"	"MIMAT0004562"	"miRNA"	"hsa_miR_196a_3p_MIMAT0004562"	"MIMAT0004562"
"hsa_mir_615_MI0003628;type=miRNA"	18	39	22	"*"	"hsa_miR_615_5p_MIMAT0004804"	"MIMAT0004804"	"miRNA"	"hsa_miR_615_5p_MIMAT0004804"	"MIMAT0004804"
"hsa_mir_615_MI0003628;type=miRNA"	61	82	22	"*"	"hsa_miR_615_3p_MIMAT0003283"	"MIMAT0003283"	"miRNA"	"hsa_miR_615_3p_MIMAT0003283"	"MIMAT0003283"
"hsa_mir_3198_2_MI0017335;type=miRNA"	11	32	22	"*"	"hsa_miR_3198_MIMAT0015083"	"MIMAT0015083"	"miRNA"	"hsa_miR_3198_MIMAT0015083"	"MIMAT0015083"
"hsa_mir_148b_MI0000811;type=miRNA"	25	46	22	"*"	"hsa_miR_148b_5p_MIMAT0004699"	"MIMAT0004699"	"miRNA"	"hsa_miR_148b_5p_MIMAT0004699"	"MIMAT0004699"
"hsa_mir_148b_MI0000811;type=miRNA"	63	84	22	"*"	"hsa_miR_148b_3p_MIMAT0000759"	"MIMAT0000759"	"miRNA"	"hsa_miR_148b_3p_MIMAT0000759"	"MIMAT0000759"
"hsa_mir_1228_MI0006318;type=miRNA"	1	21	21	"*"	"hsa_miR_1228_5p_MIMAT0005582"	"MIMAT0005582"	"miRNA"	"hsa_miR_1228_5p_MIMAT0005582"	"MIMAT0005582"
"hsa_mir_1228_MI0006318;type=miRNA"	52	71	20	"*"	"hsa_miR_1228_3p_MIMAT0005583"	"MIMAT0005583"	"miRNA"	"hsa_miR_1228_3p_MIMAT0005583"	"MIMAT0005583"
"hsa_mir_6758_MI0022603;type=miRNA"	6	28	23	"*"	"hsa_miR_6758_5p_MIMAT0027416"	"MIMAT0027416"	"miRNA"	"hsa_miR_6758_5p_MIMAT0027416"	"MIMAT0027416"
"hsa_mir_6758_MI0022603;type=miRNA"	44	63	20	"*"	"hsa_miR_6758_3p_MIMAT0027417"	"MIMAT0027417"	"miRNA"	"hsa_miR_6758_3p_MIMAT0027417"	"MIMAT0027417"
"hsa_mir_616_MI0003629;type=miRNA"	61	82	22	"*"	"hsa_miR_616_5p_MIMAT0003284"	"MIMAT0003284"	"miRNA"	"hsa_miR_616_5p_MIMAT0003284"	"MIMAT0003284"
"hsa_mir_616_MI0003629;type=miRNA"	21	42	22	"*"	"hsa_miR_616_3p_MIMAT0004805"	"MIMAT0004805"	"miRNA"	"hsa_miR_616_3p_MIMAT0004805"	"MIMAT0004805"
"hsa_mir_6759_MI0022604;type=miRNA"	39	60	22	"*"	"hsa_miR_6759_5p_MIMAT0027418"	"MIMAT0027418"	"miRNA"	"hsa_miR_6759_5p_MIMAT0027418"	"MIMAT0027418"
"hsa_mir_6759_MI0022604;type=miRNA"	1	22	22	"*"	"hsa_miR_6759_3p_MIMAT0027419"	"MIMAT0027419"	"miRNA"	"hsa_miR_6759_3p_MIMAT0027419"	"MIMAT0027419"
"hsa_mir_26a_2_MI0000750;type=miRNA"	50	71	22	"*"	"hsa_miR_26a_5p_MIMAT0000082"	"MIMAT0000082"	"miRNA"	"hsa_miR_26a_5p_MIMAT0000082"	"MIMAT0000082"
"hsa_mir_26a_2_MI0000750;type=miRNA"	12	33	22	"*"	"hsa_miR_26a_2_3p_MIMAT0004681"	"MIMAT0004681"	"miRNA"	"hsa_miR_26a_2_3p_MIMAT0004681"	"MIMAT0004681"
"hsa_mir_6125_MI0021259;type=miRNA"	60	79	20	"*"	"hsa_miR_6125_MIMAT0024598"	"MIMAT0024598"	"miRNA"	"hsa_miR_6125_MIMAT0024598"	"MIMAT0024598"
"hsa_let_7i_MI0000434;type=miRNA"	6	27	22	"*"	"hsa_let_7i_5p_MIMAT0000415"	"MIMAT0000415"	"miRNA"	"hsa_let_7i_5p_MIMAT0000415"	"MIMAT0000415"
"hsa_let_7i_MI0000434;type=miRNA"	62	83	22	"*"	"hsa_let_7i_3p_MIMAT0004585"	"MIMAT0004585"	"miRNA"	"hsa_let_7i_3p_MIMAT0004585"	"MIMAT0004585"
"hsa_mir_10527_MI0033674;type=miRNA"	1	23	23	"*"	"hsa_miR_10527_5p_MIMAT0041997"	"MIMAT0041997"	"miRNA"	"hsa_miR_10527_5p_MIMAT0041997"	"MIMAT0041997"
"hsa_mir_548c_MI0003630;type=miRNA"	25	46	22	"*"	"hsa_miR_548c_5p_MIMAT0004806"	"MIMAT0004806"	"miRNA"	"hsa_miR_548c_5p_MIMAT0004806"	"MIMAT0004806"
"hsa_mir_548c_MI0003630;type=miRNA"	61	82	22	"*"	"hsa_miR_548c_3p_MIMAT0003285"	"MIMAT0003285"	"miRNA"	"hsa_miR_548c_3p_MIMAT0003285"	"MIMAT0003285"
"hsa_mir_548z_MI0016688;type=miRNA"	22	44	23	"*"	"hsa_miR_548z_MIMAT0018446"	"MIMAT0018446"	"miRNA"	"hsa_miR_548z_MIMAT0018446"	"MIMAT0018446"
"hsa_mir_6074_MI0020351;type=miRNA"	31	50	20	"*"	"hsa_miR_6074_MIMAT0023699"	"MIMAT0023699"	"miRNA"	"hsa_miR_6074_MIMAT0023699"	"MIMAT0023699"
"hsa_mir_6502_MI0022214;type=miRNA"	10	31	22	"*"	"hsa_miR_6502_5p_MIMAT0025460"	"MIMAT0025460"	"miRNA"	"hsa_miR_6502_5p_MIMAT0025460"	"MIMAT0025460"
"hsa_mir_6502_MI0022214;type=miRNA"	47	67	21	"*"	"hsa_miR_6502_3p_MIMAT0025461"	"MIMAT0025461"	"miRNA"	"hsa_miR_6502_3p_MIMAT0025461"	"MIMAT0025461"
"hsa_mir_1279_MI0006426;type=miRNA"	32	48	17	"*"	"hsa_miR_1279_MIMAT0005937"	"MIMAT0005937"	"miRNA"	"hsa_miR_1279_MIMAT0005937"	"MIMAT0005937"
"hsa_mir_3913_1_MI0016417;type=miRNA"	59	80	22	"*"	"hsa_miR_3913_5p_MIMAT0018187"	"MIMAT0018187"	"miRNA"	"hsa_miR_3913_5p_MIMAT0018187"	"MIMAT0018187"
"hsa_mir_3913_1_MI0016417;type=miRNA"	23	44	22	"*"	"hsa_miR_3913_3p_MIMAT0019225"	"MIMAT0019225"	"miRNA"	"hsa_miR_3913_3p_MIMAT0019225"	"MIMAT0019225"
"hsa_mir_3913_2_MI0016418;type=miRNA"	22	43	22	"*"	"hsa_miR_3913_5p_MIMAT0018187_1"	"MIMAT0018187_1"	"miRNA"	"hsa_miR_3913_5p_MIMAT0018187_1"	"MIMAT0018187_1"
"hsa_mir_3913_2_MI0016418;type=miRNA"	58	79	22	"*"	"hsa_miR_3913_3p_MIMAT0019225_1"	"MIMAT0019225_1"	"miRNA"	"hsa_miR_3913_3p_MIMAT0019225_1"	"MIMAT0019225_1"
"hsa_mir_1252_MI0006434;type=miRNA"	5	26	22	"*"	"hsa_miR_1252_5p_MIMAT0005944"	"MIMAT0005944"	"miRNA"	"hsa_miR_1252_5p_MIMAT0005944"	"MIMAT0005944"
"hsa_mir_1252_MI0006434;type=miRNA"	40	61	22	"*"	"hsa_miR_1252_3p_MIMAT0026744"	"MIMAT0026744"	"miRNA"	"hsa_miR_1252_3p_MIMAT0026744"	"MIMAT0026744"
"hsa_mir_617_MI0003631;type=miRNA"	61	82	22	"*"	"hsa_miR_617_MIMAT0003286"	"MIMAT0003286"	"miRNA"	"hsa_miR_617_MIMAT0003286"	"MIMAT0003286"
"hsa_mir_618_MI0003632;type=miRNA"	61	83	23	"*"	"hsa_miR_618_MIMAT0003287"	"MIMAT0003287"	"miRNA"	"hsa_miR_618_MIMAT0003287"	"MIMAT0003287"
"hsa_mir_4699_MI0017332;type=miRNA"	10	31	22	"*"	"hsa_miR_4699_5p_MIMAT0019794"	"MIMAT0019794"	"miRNA"	"hsa_miR_4699_5p_MIMAT0019794"	"MIMAT0019794"
"hsa_mir_4699_MI0017332;type=miRNA"	46	67	22	"*"	"hsa_miR_4699_3p_MIMAT0019795"	"MIMAT0019795"	"miRNA"	"hsa_miR_4699_3p_MIMAT0019795"	"MIMAT0019795"
